Id,SalePrice
1461,107192.855215
1462,166783.190294
1463,171207.476882
1464,184829.332875
1465,194930.73497
1466,173195.23364
1467,185403.34979
1468,161521.825583
1469,195068.42593
1470,117567.184269
1471,198791.052317
1472,88566.8777163
1473,78181.38156
1474,155463.994949
1475,109913.007464
1476,348737.08373
1477,242179.85033
1478,297237.764833
1479,299083.781953
1480,407577.655094
1481,282954.279225
1482,207175.634237
1483,182912.324085
1484,181783.545039
1485,189423.652765
1486,207199.878433
1487,300362.813866
1488,240689.16421
1489,194230.793205
1490,239442.863041
1491,219516.379976
1492,97197.8657568
1493,191599.721769
1494,284646.311453
1495,274588.290472
1496,252818.828216
1497,183140.398524
1498,181142.766998
1499,162976.782767
1500,159490.313833
1501,172730.715189
1502,156863.600797
1503,278737.911369
1504,238539.850151
1505,219981.557999
1506,205653.177979
1507,249269.255189
1508,213120.998134
1509,165739.315266
1510,144322.422181
1511,162903.505935
1512,174764.950803
1513,160265.585108
1514,116429.385521
1515,201469.26821
1516,160936.780314
1517,155072.01677
1518,127524.406775
1519,223899.862843
1520,132507.700729
1521,130843.890918
1522,166871.912129
1523,98776.067213
1524,133826.525189
1525,104069.727325
1526,81303.5089069
1527,86142.6131549
1528,141046.190069
1529,149273.192384
1530,178089.049328
1531,115830.445708
1532,80867.7741737
1533,175393.069631
1534,155868.645102
1535,168712.099712
1536,109659.423584
1537,40290.1497464
1538,173497.073032
1539,218120.806155
1540,80603.7428682
1541,148665.787195
1542,157044.789695
1543,196179.093622
1544,84035.5059308
1545,104052.313182
1546,132498.797579
1547,128187.430023
1548,134257.615678
1549,103151.090015
1550,143533.850908
1551,133279.722698
1552,153259.077338
1553,129318.878888
1554,126901.265121
1555,159771.44874
1556,71119.3341236
1557,86986.7436989
1558,106218.0113
1559,47922.23043
1560,139482.95767
1561,135395.503969
1562,133659.467078
1563,112516.786539
1564,170248.82893
1565,123730.83903
1566,234606.959236
1567,76562.2276472
1568,227984.736636
1569,134572.073053
1570,130060.945531
1571,106100.980779
1572,146261.257342
1573,249878.941625
1574,122429.979246
1575,230253.937809
1576,257808.816182
1577,193633.628064
1578,145574.419534
1579,120733.882214
1580,196499.883649
1581,155417.375028
1582,128093.229626
1583,294842.540696
1584,227236.553927
1585,155887.07019
1586,30016.3434213
1587,99760.90914
1588,154173.981568
1589,98271.8394838
1590,126939.054671
1591,54448.1147742
1592,126076.996273
1593,123746.076181
1594,132560.699648
1595,73889.1269765
1596,207717.7048
1597,168334.631912
1598,190311.1416
1599,192167.261471
1600,185939.30326
1601,41358.8787944
1602,113321.507324
1603,72755.2773079
1604,258339.467703
1605,253633.196429
1606,165958.703203
1607,170089.929882
1608,220779.841792
1609,197849.425265
1610,149975.527542
1611,134633.388076
1612,190281.463972
1613,153853.637568
1614,120504.120834
1615,59773.5788941
1616,39873.2727272
1617,76321.9011142
1618,114691.055413
1619,145645.137943
1620,164164.271559
1621,139393.765926
1622,150992.936403
1623,252561.96942
1624,222682.990936
1625,118506.421328
1626,174719.635401
1627,186094.334862
1628,291304.050939
1629,180758.446696
1630,342147.343104
1631,206407.684008
1632,235316.925828
1633,178343.025312
1634,191816.764181
1635,187556.108866
1636,158794.199856
1637,180368.286495
1638,202550.828288
1639,182868.192867
1640,270548.209474
1641,191931.12393
1642,254418.014451
1643,231654.687187
1644,231420.943421
1645,214939.063405
1646,167568.271337
1647,165393.79359
1648,138145.787663
1649,133789.743626
1650,97338.3734541
1651,112186.781339
1652,91452.8765662
1653,92037.5162663
1654,157157.981868
1655,154758.904819
1656,147349.124797
1657,154185.179571
1658,161388.452944
1659,118929.257556
1660,161250.503281
1661,393498.273422
1662,353978.040084
1663,366402.63826
1664,426098.610178
1665,311763.348616
1666,300845.007205
1667,358472.146923
1668,345054.694888
1669,306445.596779
1670,343854.648701
1671,256580.536576
1672,381599.853962
1673,280620.145772
1674,239614.886654
1675,203772.563004
1676,202270.591901
1677,199494.64092
1678,411856.370508
1679,347423.656365
1680,319442.126281
1681,271466.492217
1682,292545.173342
1683,187257.958664
1684,187022.65927
1685,195697.199081
1686,182473.645761
1687,180958.841657
1688,201105.502026
1689,205843.766611
1690,211957.313541
1691,197618.852271
1692,280132.402369
1693,189170.012695
1694,181718.056552
1695,160917.355721
1696,272667.054572
1697,160854.697345
1698,311492.877679
1699,310977.391803
1700,239045.457429
1701,264641.768925
1702,251385.378393
1703,245042.367512
1704,282234.090909
1705,259949.510545
1706,400833.727639
1707,221365.19994
1708,211642.134997
1709,261138.349692
1710,223890.974976
1711,272893.447934
1712,258160.990306
1713,280834.184721
1714,222301.546831
1715,213317.352091
1716,193017.768233
1717,178136.894448
1718,124559.927627
1719,221875.292299
1720,282374.16487
1721,180478.356716
1722,115186.546396
1723,164166.179366
1724,225856.369992
1725,246158.593174
1726,196338.35697
1727,168437.220838
1728,197279.592509
1729,172955.720191
1730,151792.293748
1731,129752.761277
1732,125925.124335
1733,111529.417871
1734,114041.31868
1735,148984.979351
1736,105745.875908
1737,288626.885171
1738,227532.974005
1739,284396.827909
1740,203087.650031
1741,188468.103956
1742,173235.125474
1743,191734.734367
1744,307168.654206
1745,231054.080461
1746,202012.628205
1747,221491.630948
1748,222178.553063
1749,163634.91534
1750,139647.835795
1751,247434.532709
1752,118772.781293
1753,158790.47479
1754,199215.518714
1755,180814.747986
1756,118587.525378
1757,113361.272265
1758,151450.393548
1759,160571.217653
1760,155201.39796
1761,135728.132974
1762,190620.172049
1763,186764.597632
1764,96619.1928675
1765,199646.311817
1766,186495.510002
1767,213529.294263
1768,144570.922442
1769,173040.250387
1770,169086.092696
1771,109029.878835
1772,141771.897313
1773,107563.683059
1774,136300.284568
1775,144326.693483
1776,132750.990334
1777,118552.612744
1778,157551.77617
1779,119541.715602
1780,185439.299313
1781,130388.7317
1782,69730.0537505
1783,147204.115365
1784,103579.718928
1785,124125.542467
1786,172874.25087
1787,178488.253685
1788,39332.9038264
1789,105785.701784
1790,48966.8587079
1791,210755.098966
1792,148533.174868
1793,137402.772205
1794,186532.08151
1795,134786.424015
1796,142105.334302
1797,129371.555329
1798,116290.99618
1799,92206.2792505
1800,123349.86286
1801,119421.314245
1802,147815.913766
1803,161033.562492
1804,149444.853748
1805,142563.087082
1806,148835.950411
1807,169936.568093
1808,130717.417236
1809,98143.6899933
1810,149312.027135
1811,94621.484837
1812,92155.7270992
1813,133640.41753
1814,106304.199486
1815,25296.267933
1816,115783.661607
1817,133584.793261
1818,196596.611182
1819,136886.393454
1820,27164.2197252
1821,155230.87707
1822,171362.740155
1823,19739.8574063
1824,139317.915147
1825,115980.02618
1826,100786.571418
1827,86420.6621004
1828,124041.068146
1829,161101.592224
1830,172250.037162
1831,160493.412792
1832,57651.5555833
1833,144608.800996
1834,132927.153712
1835,85657.2129591
1836,142813.295816
1837,45466.6974721
1838,103854.990521
1839,123151.356058
1840,107607.956225
1841,109190.357599
1842,78005.7331821
1843,121169.931071
1844,140530.74005
1845,128146.620836
1846,155806.843908
1847,149268.260792
1848,2008.33836134
1849,113565.632404
1850,114894.068628
1851,158832.592812
1852,112763.318606
1853,134317.642729
1854,173691.439597
1855,164015.559547
1856,221171.008359
1857,145538.462237
1858,136703.493106
1859,100361.058486
1860,143415.964506
1861,99341.8211461
1862,287394.844609
1863,285827.45242
1864,285847.938743
1865,353310.916643
1866,342360.647454
1867,237890.064149
1868,290890.571056
1869,220762.456062
1870,238874.028402
1871,260902.381314
1872,188774.686665
1873,234235.148055
1874,124133.650506
1875,198354.774246
1876,184803.389865
1877,219137.360261
1878,202263.332011
1879,128081.05997
1880,126585.424409
1881,260273.749208
1882,252518.209875
1883,198845.54077
1884,211898.34455
1885,243841.925008
1886,291648.594333
1887,224738.607865
1888,270711.826109
1889,172303.206216
1890,101482.125062
1891,130173.869156
1892,83727.842821
1893,140971.588063
1894,92883.1563812
1895,133669.275651
1896,122844.476868
1897,96748.8183652
1898,116466.236663
1899,162335.675975
1900,129256.768873
1901,143209.67866
1902,118515.328531
1903,203863.015879
1904,121628.536101
1905,180536.462495
1906,141444.795882
1907,188783.845788
1908,107408.111267
1909,155534.317083
1910,130616.108759
1911,186288.60792
1912,288738.027537
1913,164925.312265
1914,54161.0921219
1915,299440.560052
1916,-3242.22642091
1917,262436.677742
1918,128631.881613
1919,165802.47771
1920,157101.424473
1921,377108.670207
1922,340233.403459
1923,241330.832804
1924,196961.03762
1925,223228.592044
1926,375303.332509
1927,133635.659436
1928,161025.85898
1929,112125.319179
1930,128553.68146
1931,137166.075136
1932,144793.194949
1933,181186.267883
1934,176786.83073
1935,172032.534945
1936,195713.476532
1937,182776.555484
1938,187927.635987
1939,242814.127548
1940,192174.434656
1941,171178.151151
1942,200565.209476
1943,202298.293533
1944,319997.318425
1945,367448.940796
1946,148506.667512
1947,289696.433576
1948,185927.171468
1949,257210.602421
1950,202961.406213
1951,275667.886016
1952,232982.410841
1953,187765.616352
1954,189507.916143
1955,125197.039267
1956,356106.761604
1957,157081.119706
1958,292411.874007
1959,142918.463811
1960,107430.479272
1961,120993.036855
1962,93822.4952811
1963,98846.6566763
1964,97149.9024362
1965,154942.050183
1966,150650.989138
1967,284142.068674
1968,367133.158404
1969,364634.157778
1970,363028.649365
1971,424837.162632
1972,354683.793558
1973,304293.281374
1974,321255.368862
1975,419590.13098
1976,268564.856788
1977,325036.959496
1978,313982.104734
1979,316031.058151
1980,180682.754697
1981,327047.329356
1982,220690.202191
1983,205534.166303
1984,189652.60251
1985,224987.218676
1986,228320.495544
